

1,  102 , 2329 
2,  93 , 2075 
3,  85 , 1726 
4,  110 , 1917 
5,  96 , 2611 
6,  97 , 2320 
7,  96 , 2802 
8,  102 , 2523 
9,  93 , 2188 
10,  98 , 1868 
11,  94 , 2235 
12,  91 , 2270 
13,  100 , 2597 
14,  93 , 2730 
15,  99 , 2522 
16,  96 , 2428 
17,  95 , 1924 
18,  102 , 2085 
19,  95 , 2771 
20,  96 , 2240 
21,  97 , 1966 
22,  96 , 2422 
23,  94 , 2424 
24,  88 , 2397 
25,  89 , 2735 
26,  94 , 2065 
27,  95 , 3303 
28,  101 , 2228 
29,  94 , 2241 
30,  95 , 1956 
31,  97 , 1992 
32,  88 , 2259 
33,  107 , 2143 
34,  92 , 2427 
35,  92 , 2421 
36,  96 , 2348 
37,  94 , 1950 
38,  103 , 2127 
39,  104 , 2141 
40,  98 , 2022 
41,  104 , 2158 
42,  94 , 1779 
43,  95 , 1975 
44,  100 , 2391 
45,  102 , 2612 
46,  89 , 2611 
47,  96 , 2726 
48,  101 , 2289 
49,  89 , 2455 
50,  95 , 2234 
51,  98 , 2732 
52,  101 , 2311 
53,  94 , 1909 
54,  102 , 2069 
55,  93 , 2769 
56,  97 , 2361 
57,  91 , 2427 
58,  103 , 2351 
59,  97 , 2373 
60,  99 , 1830 
61,  96 , 1962 
62,  102 , 1743 
63,  100 , 1928 
64,  91 , 2006 
65,  99 , 2452 
66,  102 , 2767 
67,  102 , 2689 
68,  96 , 2239 
69,  97 , 1796 
70,  108 , 2208 
71,  94 , 2479 
72,  87 , 2420 
73,  94 , 2353 
74,  88 , 2316 
75,  95 , 2181 
76,  97 , 2135 
77,  91 , 2307 
78,  100 , 2214 
79,  98 , 1807 
80,  96 , 2257 
81,  101 , 2340 
82,  101 , 2684 
83,  86 , 2531 
84,  97 , 2722 
85,  99 , 1934 
86,  90 , 1995 
87,  99 , 2236 
88,  94 , 2752 
89,  103 , 2123 
90,  96 , 2637 
91,  91 , 3018 
92,  83 , 2324 
93,  93 , 1971 
94,  97 , 2511 
95,  98 , 2685 
96,  97 , 2299 
97,  94 , 1882 
98,  98 , 2443 
99,  96 , 2609 
100,  92 , 2150 

1,  88 , 902 
2,  94 , 900 
3,  98 , 903 
4,  93 , 892 
5,  95 , 911 
6,  92 , 899 
7,  93 , 899 
8,  99 , 901 
9,  87 , 893 
10,  94 , 894 
11,  93 , 918 
12,  95 , 896 
13,  93 , 921 
14,  96 , 886 
15,  99 , 894 
16,  97 , 906 
17,  94 , 901 
18,  95 , 919 
19,  95 , 900 
20,  94 , 918 
21,  95 , 893 
22,  98 , 930 
23,  97 , 924 
24,  95 , 914 
25,  95 , 906 
26,  97 , 903 
27,  99 , 907 
28,  93 , 912 
29,  98 , 929 
30,  93 , 897 
31,  91 , 906 
32,  94 , 909 
33,  100 , 933 
34,  89 , 923 
35,  98 , 933 
36,  98 , 901 
37,  95 , 916 
38,  100 , 937 
39,  96 , 916 
40,  97 , 915 
41,  92 , 943 
42,  97 , 952 
43,  100 , 933 
44,  92 , 922 
45,  99 , 988 
46,  91 , 918 
47,  96 , 925 
48,  93 , 933 
49,  99 , 943 
50,  97 , 916 
51,  95 , 923 
52,  99 , 986 
53,  97 , 888 
54,  89 , 877 
55,  95 , 889 
56,  99 , 917 
57,  99 , 896 
58,  94 , 866 
59,  97 , 887 
60,  98 , 889 
61,  88 , 894 
62,  95 , 922 
63,  98 , 880 
64,  93 , 877 
65,  99 , 894 
66,  97 , 903 
67,  93 , 898 
68,  90 , 914 
69,  94 , 898 
70,  91 , 909 
71,  96 , 876 
72,  98 , 903 
73,  97 , 882 
74,  96 , 750 
75,  91 , 749 
76,  96 , 780 
77,  98 , 765 
78,  97 , 767 
79,  93 , 732 
80,  92 , 763 
81,  95 , 744 
82,  96 , 756 
83,  93 , 764 
84,  95 , 765 
85,  95 , 763 
86,  92 , 787 
87,  97 , 762 
88,  99 , 888 
89,  96 , 900 
90,  101 , 895 
91,  93 , 905 
92,  93 , 894 
93,  100 , 892 
94,  98 , 898 
95,  91 , 901 
96,  97 , 869 
97,  96 , 887 
98,  97 , 901 
99,  98 , 887 
100,  98 , 911 

