1,  309 , 12086 
2,  288 , 12051 
3,  297 , 11722 
4,  290 , 11514 
5,  296 , 13761 
6,  293 , 11416 
7,  285 , 12776 
8,  286 , 13050 
9,  300 , 10357 
10,  298 , 10768 
11,  277 , 13127 
12,  271 , 13573 
13,  291 , 12913 
14,  292 , 14837 
15,  313 , 12214 
16,  281 , 13076 
17,  293 , 16015 
18,  314 , 16878 
19,  285 , 11330 
20,  285 , 11983 
21,  310 , 12673 
22,  293 , 12085 
23,  317 , 11217 
24,  285 , 11262 
25,  306 , 12347 
26,  297 , 12762 
27,  297 , 13138 
28,  307 , 11072 
29,  273 , 16005 
30,  287 , 13748 
31,  280 , 14241 
32,  303 , 11652 
33,  288 , 13345 
34,  299 , 12827 
35,  286 , 11649 
36,  314 , 12443 
37,  309 , 12291 
38,  311 , 11568 
39,  292 , 13289 
40,  288 , 13283 
41,  283 , 15479 
42,  289 , 13620 
43,  296 , 15610 
44,  315 , 14661 
45,  260 , 13401 
46,  294 , 12939 
47,  292 , 11674 
48,  315 , 13349 
49,  298 , 11649 
50,  314 , 10932 
51,  312 , 11586 
52,  302 , 11309 
53,  290 , 13124 
54,  296 , 16630 
55,  281 , 10901 
56,  286 , 11058 
57,  285 , 13552 
58,  268 , 11765 
59,  307 , 12445 
60,  310 , 10069 
61,  281 , 12402 
62,  295 , 14901 
63,  292 , 13429 
64,  301 , 13052 
65,  305 , 12340 
66,  297 , 14992 
67,  291 , 11752 
68,  281 , 14014 
69,  289 , 12582 
70,  292 , 14908 
71,  277 , 15620 
72,  291 , 14793 
73,  281 , 10752 
74,  305 , 11435 
75,  284 , 11205 
76,  307 , 11308 
77,  299 , 10855 
78,  306 , 10711 
79,  295 , 11029 
80,  308 , 12154 
81,  289 , 11256 
82,  303 , 11805 
83,  291 , 13861 
84,  300 , 14530 
85,  302 , 14688 
86,  296 , 15797 
87,  293 , 13973 
88,  311 , 14678 
89,  296 , 11910 
90,  291 , 15536 
91,  300 , 13368 
92,  273 , 15716 
93,  311 , 12152 
94,  300 , 10842 
95,  316 , 14982 
96,  296 , 15333 
97,  325 , 15976 
98,  303 , 15013 
99,  283 , 15387 
100,  285 , 13437 



1,  312 , 1677 
2,  319 , 1672 
3,  298 , 1683 
4,  312 , 1705 
5,  305 , 1660 
6,  316 , 1675 
7,  314 , 1689 
8,  304 , 1692 
9,  306 , 1679 
10,  310 , 1714 
11,  313 , 1723 
12,  316 , 1714 
13,  301 , 1611 
14,  320 , 1492 
15,  316 , 1674 
16,  326 , 1577 
17,  300 , 1435 
18,  311 , 1446 
19,  316 , 1433 
20,  313 , 1450 
21,  320 , 1684 
22,  324 , 1693 
23,  316 , 1728 
24,  316 , 1745 
25,  305 , 1713 
26,  317 , 1670 
27,  309 , 1705 
28,  307 , 1698 
29,  308 , 1692 
30,  308 , 1691 
31,  313 , 1698 
32,  316 , 1705 
33,  312 , 1668 
34,  305 , 1697 
35,  302 , 1694 
36,  322 , 1703 
37,  316 , 1692 
38,  304 , 1714 
39,  294 , 1705 
40,  311 , 1692 
41,  309 , 1716 
42,  315 , 1695 
43,  303 , 1729 
44,  298 , 1702 
45,  317 , 1686 
46,  317 , 1702 
47,  310 , 1721 
48,  317 , 1671 
49,  308 , 1672 
50,  306 , 1685 
51,  319 , 1690 
52,  297 , 1649 
53,  311 , 1687 
54,  292 , 1716 
55,  303 , 1599 
56,  324 , 1480 
57,  314 , 1700 
58,  302 , 1707 
59,  310 , 1707 
60,  307 , 1704 
61,  311 , 1694 
62,  285 , 1705 
63,  318 , 1695 
64,  308 , 1706 
65,  315 , 1680 
66,  303 , 1689 
67,  316 , 1698 
68,  317 , 1722 
69,  304 , 1790 
70,  301 , 1683 
71,  300 , 1706 
72,  301 , 1690 
73,  302 , 1735 
74,  314 , 1722 
75,  316 , 1726 
76,  313 , 1742 
77,  306 , 1705 
78,  322 , 1759 
79,  304 , 1781 
80,  309 , 1776 
81,  320 , 1757 
82,  318 , 1694 
83,  318 , 1730 
84,  315 , 1705 
85,  302 , 1697 
86,  314 , 1699 
87,  310 , 1700 
88,  312 , 1695 
89,  316 , 1709 
90,  312 , 1694 
91,  320 , 1679 
92,  305 , 1715 
93,  312 , 1697 
94,  322 , 1716 
95,  309 , 1713 
96,  318 , 1708 
97,  301 , 1661 
98,  304 , 1676 
99,  303 , 1719 
100,  315 , 1724 
