1,  51 , 608 
2,  48 , 536 
3,  49 , 592 
4,  55 , 519 
5,  52 , 650 
6,  52 , 668 
7,  53 , 654 
8,  53 , 687 
9,  55 , 766 
10,  53 , 695 
11,  53 , 597 
12,  50 , 666 
13,  55 , 726 
14,  52 , 565 
15,  53 , 710 
16,  54 , 694 
17,  54 , 700 
18,  55 , 634 
19,  50 , 709 
20,  51 , 673 
21,  53 , 669 
22,  53 , 527 
23,  58 , 691 
24,  55 , 588 
25,  56 , 545 
26,  54 , 743 
27,  59 , 605 
28,  56 , 619 
29,  55 , 667 
30,  52 , 685 
31,  55 , 601 
32,  50 , 749 
33,  51 , 690 
34,  47 , 664 
35,  53 , 698 
36,  55 , 780 
37,  54 , 599 
38,  52 , 480 
39,  53 , 581 
40,  46 , 666 
41,  52 , 630 
42,  52 , 579 
43,  54 , 517 
44,  49 , 528 
45,  56 , 593 
46,  56 , 545 
47,  54 , 521 
48,  53 , 532 
49,  50 , 625 
50,  53 , 531 
51,  54 , 612 
52,  51 , 657 
53,  57 , 686 
54,  50 , 717 
55,  47 , 688 
56,  53 , 676 
57,  56 , 627 
58,  53 , 518 
59,  55 , 626 
60,  55 , 561 
61,  57 , 508 
62,  54 , 501 
63,  54 , 575 
64,  52 , 638 
65,  49 , 569 
66,  53 , 677 
67,  57 , 581 
68,  53 , 744 
69,  56 , 683 
70,  56 , 668 
71,  54 , 633 
72,  55 , 684 
73,  54 , 574 
74,  54 , 605 
75,  56 , 678 
76,  56 , 740 
77,  54 , 784 
78,  51 , 644 
79,  52 , 614 
80,  58 , 657 
81,  53 , 647 
82,  52 , 625 
83,  52 , 673 
84,  54 , 559 
85,  53 , 732 
86,  53 , 686 
87,  51 , 655 
88,  55 , 667 
89,  53 , 649 
90,  50 , 722 
91,  51 , 690 
92,  50 , 781 
93,  54 , 743 
94,  49 , 757 
95,  53 , 700 
96,  51 , 530 
97,  52 , 523 
98,  45 , 550 
99,  52 , 566 
100,  55 , 481 


1,  49 , 473 
2,  51 , 489 
3,  52 , 482 
4,  51 , 478 
5,  51 , 479 
6,  52 , 478 
7,  51 , 488 
8,  50 , 479 
9,  51 , 497 
10,  51 , 477 
11,  50 , 485 
12,  51 , 489 
13,  53 , 483 
14,  50 , 490 
15,  51 , 586 
16,  51 , 580 
17,  51 , 585 
18,  50 , 573 
19,  50 , 571 
20,  52 , 571 
21,  50 , 574 
22,  51 , 568 
23,  52 , 583 
24,  51 , 578 
25,  51 , 570 
26,  51 , 583 
27,  50 , 573 
28,  50 , 572 
29,  51 , 578 
30,  51 , 575 
31,  52 , 596 
32,  51 , 584 
33,  48 , 580 
34,  52 , 593 
35,  50 , 576 
36,  52 , 603 
37,  50 , 575 
38,  49 , 578 
39,  52 , 562 
40,  50 , 566 
41,  52 , 573 
42,  51 , 578 
43,  53 , 591 
44,  50 , 588 
45,  48 , 574 
46,  49 , 577 
47,  51 , 577 
48,  52 , 582 
49,  51 , 575 
50,  49 , 594 
51,  53 , 580 
52,  50 , 576 
53,  50 , 585 
54,  51 , 567 
55,  51 , 576 
56,  49 , 577 
57,  49 , 581 
58,  51 , 583 
59,  51 , 573 
60,  51 , 599 
61,  50 , 571 
62,  50 , 585 
63,  52 , 584 
64,  47 , 582 
65,  52 , 558 
66,  51 , 486 
67,  48 , 499 
68,  52 , 494 
69,  51 , 484 
70,  51 , 487 
71,  52 , 481 
72,  52 , 560 
73,  51 , 579 
74,  47 , 581 
75,  51 , 579 
76,  48 , 569 
77,  51 , 594 
78,  53 , 589 
79,  53 , 584 
80,  50 , 582 
81,  52 , 589 
82,  51 , 571 
83,  50 , 580 
84,  52 , 573 
85,  52 , 570 
86,  53 , 579 
87,  53 , 570 
88,  52 , 576 
89,  51 , 567 
90,  52 , 574 
91,  51 , 577 
92,  49 , 576 
93,  50 , 571 
94,  44 , 564 
95,  51 , 564 
96,  51 , 580 
97,  47 , 573 
98,  52 , 571 
99,  46 , 487 
100,  51 , 484 
